comboId,docId,annotId,annotSet,annotType,annotSpan,subSpanType,linkId,linkSpan,subSpan,unit,unitEncoded,misc
S0032063313003218-7156_T1-1,S0032063313003218-7156,T1-1,1,Quantity,"[139, 142]",,,,,,,{'mods': ['IsApproximate']}
S0032063313003218-7156_T2-1,S0032063313003218-7156,T2-1,1,MeasuredProperty,"[82, 137]",HasQuantity,T1-1,"[139, 142]","[82, 142]",,,
S0032063313003218-7156_T3-1,S0032063313003218-7156,T3-1,1,MeasuredEntity,"[2, 42]",HasProperty,T2-1,"[82, 137]","[2, 137]",,,
S0032063313003218-7156_T5-1,S0032063313003218-7156,T5-1,1,Qualifier,"[151, 153]",Qualifies,T1-1,"[139, 142]","[139, 153]",,,
S0032063313003218-7156_T1-2,S0032063313003218-7156,T1-2,2,Quantity,"[176, 179]",,,,,,,{'mods': ['IsApproximate']}
S0032063313003218-7156_T2-2,S0032063313003218-7156,T2-2,2,MeasuredProperty,"[82, 116]",HasQuantity,T1-2,"[176, 179]","[82, 179]",,,
S0032063313003218-7156_T3-2,S0032063313003218-7156,T3-2,2,MeasuredEntity,"[2, 42]",HasProperty,T2-2,"[82, 116]","[2, 116]",,,
S0032063313003218-7156_T4-2,S0032063313003218-7156,T4-2,2,Qualifier,"[159, 174]",Qualifies,T2-2,"[82, 116]","[82, 174]",,,
S0032063313003218-7156_T5-2,S0032063313003218-7156,T5-2,2,Qualifier,"[188, 190]",Qualifies,T1-2,"[176, 179]","[176, 190]",,,
S0032063313003218-7156_T1-3,S0032063313003218-7156,T1-3,3,Quantity,"[272, 275]",,,,,,,{'mods': ['IsApproximate']}
S0032063313003218-7156_T2-3,S0032063313003218-7156,T2-3,3,MeasuredProperty,"[207, 217]",HasQuantity,T1-3,"[272, 275]","[207, 275]",,,
S0032063313003218-7156_T3-3,S0032063313003218-7156,T3-3,3,MeasuredEntity,"[221, 268]",HasProperty,T2-3,"[207, 217]","[207, 268]",,,
S0032063313003218-7156_T4-3,S0032063313003218-7156,T4-3,3,Qualifier,"[284, 286]",Qualifies,T1-3,"[272, 275]","[272, 286]",,,
S0032063313003218-7156_T1-4,S0032063313003218-7156,T1-4,4,Quantity,"[372, 379]",,,,,TW,[29334],
S0032063313003218-7156_T3-4,S0032063313003218-7156,T3-4,4,MeasuredProperty,"[342, 353]",HasQuantity,T1-4,"[372, 379]","[342, 379]",,,
S0032063313003218-7156_T4-4,S0032063313003218-7156,T4-4,4,MeasuredEntity,"[358, 368]",HasProperty,T3-4,"[342, 353]","[342, 368]",,,
S0032063313003218-7156_T1-5,S0032063313003218-7156,T1-5,5,Quantity,"[389, 407]",,,,,,,
S0032063313003218-7156_T2-5,S0032063313003218-7156,T2-5,5,MeasuredProperty,"[358, 368]",HasQuantity,T1-5,"[389, 407]","[358, 407]",,,
S0032063313003218-7156_T4-5,S0032063313003218-7156,T4-5,5,MeasuredEntity,"[342, 353]",HasProperty,T2-5,"[358, 368]","[342, 368]",,,
S0032063313003218-7156_T3-5,S0032063313003218-7156,T3-5,5,Qualifier,"[417, 445]",Qualifies,T1-5,"[389, 407]","[389, 445]",,,
S0032063313003218-7156_T1-6,S0032063313003218-7156,T1-6,6,Quantity,"[663, 667]",,,,,%,[207],
S0032063313003218-7156_T4-6,S0032063313003218-7156,T4-6,6,MeasuredProperty,"[684, 693]",HasQuantity,T1-6,"[663, 667]","[663, 693]",,,
S0032063313003218-7156_T5-6,S0032063313003218-7156,T5-6,6,MeasuredEntity,"[697, 719]",HasProperty,T4-6,"[684, 693]","[684, 719]",,,
S0032063313003218-7156_T3-6,S0032063313003218-7156,T3-6,6,Qualifier,"[668, 676]",Qualifies,T1-6,"[663, 667]","[663, 676]",,,
S0032063313003218-7156_T1-7,S0032063313003218-7156,T1-7,7,Quantity,"[1156, 1159]",,,,,%,[207],
S0032063313003218-7156_T5-7,S0032063313003218-7156,T5-7,7,MeasuredProperty,"[1110, 1147]",HasQuantity,T1-7,"[1156, 1159]","[1110, 1159]",,,
S0032063313003218-7156_T4-7,S0032063313003218-7156,T4-7,7,MeasuredEntity,"[1173, 1175]",HasProperty,T5-7,"[1110, 1147]","[1110, 1175]",,,
S0032063313003218-7156_T3-7,S0032063313003218-7156,T3-7,7,Qualifier,"[1110, 1136]",Qualifies,T4-7,"[1173, 1175]","[1110, 1175]",,,
S0032063313003218-7389_T1-1,S0032063313003218-7389,T1-1,1,Quantity,"[341, 344]",,,,,h,[298],
S0032063313003218-7389_T3-1,S0032063313003218-7389,T3-1,1,MeasuredProperty,"[327, 337]",HasQuantity,T1-1,"[341, 344]","[327, 344]",,,
S0032063313003218-7389_T2-1,S0032063313003218-7389,T2-1,1,MeasuredEntity,"[206, 219]",HasProperty,T3-1,"[327, 337]","[206, 337]",,,
S0032386113005454-1245_T1-1,S0032386113005454-1245,T1-1,1,Quantity,"[79, 85]",,,,,wt%,"[43192, 207]",
S0032386113005454-1245_T3-1,S0032386113005454-1245,T3-1,1,MeasuredProperty,"[105, 129]",HasQuantity,T1-1,"[79, 85]","[79, 129]",,,
S0032386113005454-1245_T4-1,S0032386113005454-1245,T4-1,1,MeasuredEntity,"[46, 60]",HasProperty,T3-1,"[105, 129]","[46, 129]",,,
S0032386113005454-1245_T1-2,S0032386113005454-1245,T1-2,2,Quantity,"[95, 101]",,,,,wt%,"[43192, 207]",
S0032386113005454-1245_T3-2,S0032386113005454-1245,T3-2,2,MeasuredProperty,"[105, 128]",HasQuantity,T1-2,"[95, 101]","[95, 128]",,,
S0032386113005454-1245_T4-2,S0032386113005454-1245,T4-2,2,MeasuredEntity,"[46, 60]",HasProperty,T3-2,"[105, 128]","[46, 128]",,,
S0032386113005454-1245_T1-3,S0032386113005454-1245,T1-3,3,Quantity,"[124, 129]",,,,,°C,"[12938, 347]",
S0032386113005454-1245_T3-3,S0032386113005454-1245,T3-3,3,MeasuredProperty,"[61, 69]",HasQuantity,T1-3,"[124, 129]","[61, 129]",,,
S0032386113005454-1245_T2-3,S0032386113005454-1245,T2-3,3,MeasuredEntity,"[46, 60]",HasProperty,T3-3,"[61, 69]","[46, 69]",,,
S0032386113005454-1270_T1-1,S0032386113005454-1270,T1-1,1,Quantity,"[194, 199]",,,,,°C,"[12938, 347]",
S0032386113005454-1270_T2-1,S0032386113005454-1270,T2-1,1,MeasuredEntity,"[146, 190]",HasQuantity,T1-1,"[194, 199]","[146, 199]",,,
S0032386113005454-2008_T1-1,S0032386113005454-2008,T1-1,1,Quantity,"[69, 82]",,,,,°C,"[12938, 347]",
S0032386113005454-2008_T4-1,S0032386113005454-2008,T4-1,1,MeasuredProperty,"[33, 42]",HasQuantity,T1-1,"[69, 82]","[33, 82]",,,
S0032386113005454-2008_T3-1,S0032386113005454-2008,T3-1,1,MeasuredEntity,"[4, 13]",HasProperty,T4-1,"[33, 42]","[4, 42]",,,
S0032386113005454-2008_T5-1,S0032386113005454-2008,T5-1,1,Qualifier,"[47, 60]",Qualifies,T4-1,"[33, 42]","[33, 60]",,,
S0032386113005454-2022_T1-1,S0032386113005454-2022,T1-1,1,Quantity,"[865, 879]",,,,,μm,"[47049, 119]",
S0032386113005454-2022_T3-1,S0032386113005454-2022,T3-1,1,MeasuredProperty,"[883, 891]",HasQuantity,T1-1,"[865, 879]","[865, 891]",,,
S0032386113005454-2022_T4-1,S0032386113005454-2022,T4-1,1,MeasuredEntity,"[817, 850]",HasProperty,T3-1,"[883, 891]","[817, 891]",,,
S0032386113005454-2022_T1-2,S0032386113005454-2022,T1-2,2,Quantity,"[918, 929]",,,,,%,[207],
S0032386113005454-2022_T3-2,S0032386113005454-2022,T3-2,2,MeasuredProperty,"[899, 914]",HasQuantity,T1-2,"[918, 929]","[899, 929]",,,
S0032386113005454-2022_T4-2,S0032386113005454-2022,T4-2,2,MeasuredEntity,"[817, 850]",HasProperty,T3-2,"[899, 914]","[817, 914]",,,
S0032386113005454-2055_T1-1,S0032386113005454-2055,T1-1,1,Quantity,"[193, 197]",,,,,Hz,[37825],
S0032386113005454-2055_T2-1,S0032386113005454-2055,T2-1,1,MeasuredEntity,"[167, 189]",HasQuantity,T1-1,"[193, 197]","[167, 197]",,,
S0032386113005454-2055_T1-2,S0032386113005454-2055,T1-2,2,Quantity,"[232, 247]",,,,,mm3,"[5471, 246]",
S0032386113005454-2055_T3-2,S0032386113005454-2055,T3-2,2,MeasuredProperty,"[251, 255]",HasQuantity,T1-2,"[232, 247]","[232, 255]",,,
S0032386113005454-2055_T2-2,S0032386113005454-2055,T2-2,2,MeasuredEntity,"[217, 231]",HasProperty,T3-2,"[251, 255]","[217, 255]",,,
S0032386113005454-2055_T1-3,S0032386113005454-2055,T1-3,3,Quantity,"[288, 305]",,,,,°C,"[12938, 347]",
S0032386113005454-2055_T2-3,S0032386113005454-2055,T2-3,3,MeasuredEntity,"[261, 278]",HasQuantity,T1-3,"[288, 305]","[261, 305]",,,
S0032386113005454-2055_T1-4,S0032386113005454-2055,T1-4,4,Quantity,"[329, 337]",,,,,°C/min,"[12938, 347, 73, 4691]",
S0032386113005454-2055_T2-4,S0032386113005454-2055,T2-4,4,MeasuredEntity,"[313, 325]",HasQuantity,T1-4,"[329, 337]","[313, 337]",,,
S0032386113005454-2055_T1-5,S0032386113005454-2055,T1-5,5,Quantity,"[798, 814]",,,,,,,
S0032386113005454-2055_T2-5,S0032386113005454-2055,T2-5,5,MeasuredEntity,"[771, 776]",HasQuantity,T1-5,"[798, 814]","[771, 814]",,,
S0032386113005454-2055_T1-6,S0032386113005454-2055,T1-6,6,Quantity,"[866, 871]",,,,,,,
S0032386113005454-2055_T2-6,S0032386113005454-2055,T2-6,6,MeasuredEntity,"[833, 845]",HasQuantity,T1-6,"[866, 871]","[833, 871]",,,
S0032386113005454-2055_T1-7,S0032386113005454-2055,T1-7,7,Quantity,"[944, 960]",,,,,,,
S0032386113005454-2055_T2-7,S0032386113005454-2055,T2-7,7,MeasuredEntity,"[922, 927]",HasQuantity,T1-7,"[944, 960]","[922, 960]",,,
S0032386113005454-2055_T1-8,S0032386113005454-2055,T1-8,8,Quantity,"[1008, 1017]",,,,,g/m3,"[571, 73, 119, 246]",
S0032386113005454-2055_T4-8,S0032386113005454-2055,T4-8,8,MeasuredProperty,"[903, 910]",HasQuantity,T1-8,"[1008, 1017]","[903, 1017]",,,
S0032386113005454-2055_T3-8,S0032386113005454-2055,T3-8,8,MeasuredEntity,"[922, 927]",HasProperty,T4-8,"[903, 910]","[903, 927]",,,
S0032386113005454-2055_T5-8,S0032386113005454-2055,T5-8,8,Qualifier,"[928, 960]",Qualifies,T4-8,"[903, 910]","[903, 960]",,,
S0032386113005454-2055_T1-9,S0032386113005454-2055,T1-9,9,Quantity,"[1021, 1026]",,,,,°C,"[12938, 347]",
S0032386113005454-2055_T2-9,S0032386113005454-2055,T2-9,9,MeasuredEntity,"[944, 960]",HasQuantity,T1-9,"[1021, 1026]","[944, 1026]",,,
S0032386113005454-2055_T4-9,S0032386113005454-2055,T4-9,9,Qualifier,"[961, 996]",Qualifies,T2-9,"[944, 960]","[944, 996]",,,
S0032386113005454-2308_T1-1,S0032386113005454-2308,T1-1,1,Quantity,"[21, 36]",,,,,GPa,"[12694, 102]",
S0032386113005454-2308_T3-1,S0032386113005454-2308,T3-1,1,MeasuredProperty,"[2, 17]",HasQuantity,T1-1,"[21, 36]","[2, 36]",,,
S0032386113005454-2308_T2-1,S0032386113005454-2308,T2-1,1,MeasuredEntity,"[58, 82]",HasProperty,T3-1,"[2, 17]","[2, 82]",,,
S0032386113005454-2308_T1-2,S0032386113005454-2308,T1-2,2,Quantity,"[157, 175]",,,,,GPa,"[12694, 102]",
S0032386113005454-2308_T2-2,S0032386113005454-2308,T2-2,2,MeasuredProperty,"[88, 95]",HasQuantity,T1-2,"[157, 175]","[88, 175]",,,
S0032386113005454-2308_T5-2,S0032386113005454-2308,T5-2,2,MeasuredEntity,"[69, 82]",HasProperty,T2-2,"[88, 95]","[69, 95]",,,
S0032386113005454-2308_T6-2,S0032386113005454-2308,T6-2,2,Qualifier,"[176, 217]",Qualifies,T2-2,"[88, 95]","[88, 217]",,,
S0032386113005454-2308_T1-3,S0032386113005454-2308,T1-3,3,Quantity,"[181, 187]",,,,,wt%,"[43192, 207]",
S0032386113005454-2308_T4-3,S0032386113005454-2308,T4-3,3,MeasuredProperty,"[207, 217]",HasQuantity,T1-3,"[181, 187]","[181, 217]",,,
S0032386113005454-2308_T3-3,S0032386113005454-2308,T3-3,3,MeasuredEntity,"[191, 206]",HasProperty,T4-3,"[207, 217]","[191, 217]",,,
S0032386113005454-2601_T1-1,S0032386113005454-2601,T1-1,1,Quantity,"[516, 521]",,,,,°C,"[12938, 347]",
S0032386113005454-2601_T3-1,S0032386113005454-2601,T3-1,1,MeasuredEntity,"[563, 587]",HasQuantity,T1-1,"[516, 521]","[516, 587]",,,
S0032386113005454-2601_T1-2,S0032386113005454-2601,T1-2,2,Quantity,"[534, 541]",,,,,MPa,"[7629, 102]",
S0032386113005454-2601_T3-2,S0032386113005454-2601,T3-2,2,MeasuredEntity,"[563, 587]",HasQuantity,T1-2,"[534, 541]","[534, 587]",,,
S0032386113005454-2601_T1-3,S0032386113005454-2601,T1-3,3,Quantity,"[827, 833]",,,,,MPa,"[7629, 102]",
S0032386113005454-2601_T3-3,S0032386113005454-2601,T3-3,3,MeasuredProperty,"[758, 770]",HasQuantity,T1-3,"[827, 833]","[758, 833]",,,
S0032386113005454-2601_T4-3,S0032386113005454-2601,T4-3,3,MeasuredEntity,"[778, 807]",HasProperty,T3-3,"[758, 770]","[758, 807]",,,
S0032386113005454-2601_T1-4,S0032386113005454-2601,T1-4,4,Quantity,"[842, 848]",,,,,wt%,"[43192, 207]",
S0032386113005454-2601_T3-4,S0032386113005454-2601,T3-4,4,MeasuredEntity,"[849, 877]",HasQuantity,T1-4,"[842, 848]","[842, 877]",,,
S0032386113005454-2865_T1-1,S0032386113005454-2865,T1-1,1,Quantity,"[3, 19]",,,,,,,
S0032386113005454-2865_T2-1,S0032386113005454-2865,T2-1,1,MeasuredEntity,"[50, 82]",HasQuantity,T1-1,"[3, 19]","[3, 82]",,,
S0032386113005454-2865_T1-2,S0032386113005454-2865,T1-2,2,Quantity,"[278, 295]",,,,,%,[207],
S0032386113005454-2865_T2-2,S0032386113005454-2865,T2-2,2,MeasuredEntity,"[296, 325]",HasQuantity,T1-2,"[278, 295]","[278, 325]",,,
S0032386113005454-2865_T1-3,S0032386113005454-2865,T1-3,3,Quantity,"[649, 657]",,,,,μm,"[47049, 119]",
S0032386113005454-2865_T2-3,S0032386113005454-2865,T2-3,3,MeasuredProperty,"[598, 611]",HasQuantity,T1-3,"[649, 657]","[598, 657]",,,
S0032386113005454-2865_T5-3,S0032386113005454-2865,T5-3,3,MeasuredEntity,"[621, 629]",HasProperty,T2-3,"[598, 611]","[598, 629]",,,
S0032386113005454-2865_T1-4,S0032386113005454-2865,T1-4,4,Quantity,"[774, 781]",,,,,μm,"[47049, 119]",
S0032386113005454-2865_T2-4,S0032386113005454-2865,T2-4,4,MeasuredProperty,"[697, 710]",HasQuantity,T1-4,"[774, 781]","[697, 781]",,,
S0032386113005454-2865_T4-4,S0032386113005454-2865,T4-4,4,MeasuredEntity,"[718, 733]",HasProperty,T2-4,"[697, 710]","[697, 733]",,,
S0032386113005454-2865_T1-5,S0032386113005454-2865,T1-5,5,Quantity,"[1662, 1678]",,,,,,,
S0032386113005454-2865_T2-5,S0032386113005454-2865,T2-5,5,MeasuredEntity,"[1644, 1651]",HasQuantity,T1-5,"[1662, 1678]","[1644, 1678]",,,
S0032386113005454-2865_T1-6,S0032386113005454-2865,T1-6,6,Quantity,"[1755, 1762]",,,,,°C,"[12938, 347]",
S0032386113005454-2865_T4-6,S0032386113005454-2865,T4-6,6,MeasuredProperty,"[1736, 1745]",HasQuantity,T1-6,"[1755, 1762]","[1736, 1762]",,,
S0032386113005454-2865_T3-6,S0032386113005454-2865,T3-6,6,MeasuredEntity,"[1720, 1735]",HasProperty,T4-6,"[1736, 1745]","[1720, 1745]",,,
S0032386113005454-2876_T1-1,S0032386113005454-2876,T1-1,1,Quantity,"[311, 316]",,,,,°C,"[12938, 347]",
S0032386113005454-2876_T4-1,S0032386113005454-2876,T4-1,1,MeasuredProperty,"[299, 307]",HasQuantity,T1-1,"[311, 316]","[299, 316]",,,
S0032386113005454-2876_T3-1,S0032386113005454-2876,T3-1,1,MeasuredEntity,"[212, 241]",HasProperty,T4-1,"[299, 307]","[212, 307]",,,
S0032386113005454-2886_T1-1,S0032386113005454-2886,T1-1,1,Quantity,"[1118, 1144]",,,,,°C,"[12938, 347]",
S0032386113005454-2886_T4-1,S0032386113005454-2886,T4-1,1,MeasuredProperty,"[1106, 1117]",HasQuantity,T1-1,"[1118, 1144]","[1106, 1144]",,,
S0032386113005454-2886_T3-1,S0032386113005454-2886,T3-1,1,MeasuredEntity,"[1101, 1105]",HasProperty,T4-1,"[1106, 1117]","[1101, 1117]",,,
S0032386113009889-2123_T1-1,S0032386113009889-2123,T1-1,1,Quantity,"[1001, 1013]",,,,,MPa,"[7629, 102]",
S0032386113009889-2123_T2-1,S0032386113009889-2123,T2-1,1,MeasuredProperty,"[974, 997]",HasQuantity,T1-1,"[1001, 1013]","[974, 1013]",,,
S0032386113009889-2123_T3-1,S0032386113009889-2123,T3-1,1,MeasuredEntity,"[946, 955]",HasProperty,T2-1,"[974, 997]","[946, 997]",,,
S0032386113009889-2123_T1-2,S0032386113009889-2123,T1-2,2,Quantity,"[1073, 1086]",,,,,MPa,"[7629, 102]",
S0032386113009889-2123_T2-2,S0032386113009889-2123,T2-2,2,MeasuredProperty,"[1034, 1052]",HasQuantity,T1-2,"[1073, 1086]","[1034, 1086]",,,
S0032386113009889-2123_T3-2,S0032386113009889-2123,T3-2,2,MeasuredEntity,"[946, 955]",HasProperty,T2-2,"[1034, 1052]","[946, 1052]",,,
S0032386113009889-2123_T5-2,S0032386113009889-2123,T5-2,2,Qualifier,"[1060, 1069]",Qualifies,T2-2,"[1034, 1052]","[1034, 1069]",,,
S0032386113009889-2123_T1-3,S0032386113009889-2123,T1-3,3,Quantity,"[1185, 1192]",,,,,MPa,"[7629, 102]",
S0032386113009889-2123_T2-3,S0032386113009889-2123,T2-3,3,MeasuredProperty,"[1155, 1181]",HasQuantity,T1-3,"[1185, 1192]","[1155, 1192]",,,
S0032386113009889-2123_T4-3,S0032386113009889-2123,T4-3,3,MeasuredEntity,"[1098, 1133]",HasProperty,T2-3,"[1155, 1181]","[1098, 1181]",,,
S0038071711004354-1624_T1-1,S0038071711004354-1624,T1-1,1,Quantity,"[112, 118]",,,,,cm,[13753],
S0038071711004354-1624_T3-1,S0038071711004354-1624,T3-1,1,MeasuredProperty,"[119, 123]",HasQuantity,T1-1,"[112, 118]","[112, 123]",,,
S0038071711004354-1624_T2-1,S0038071711004354-1624,T2-1,1,MeasuredEntity,"[100, 108]",HasProperty,T3-1,"[119, 123]","[100, 123]",,,
S0038071711004354-1624_T1-2,S0038071711004354-1624,T1-2,2,Quantity,"[125, 131]",,,,,cm,[13753],
S0038071711004354-1624_T3-2,S0038071711004354-1624,T3-2,2,MeasuredProperty,"[132, 136]",HasQuantity,T1-2,"[125, 131]","[125, 136]",,,
S0038071711004354-1624_T2-2,S0038071711004354-1624,T2-2,2,MeasuredEntity,"[100, 108]",HasProperty,T3-2,"[132, 136]","[100, 136]",,,
S0038071711004354-1624_T1-3,S0038071711004354-1624,T1-3,3,Quantity,"[166, 171]",,,,,cm,[13753],
S0038071711004354-1624_T2-3,S0038071711004354-1624,T2-3,3,MeasuredProperty,"[152, 162]",HasQuantity,T1-3,"[166, 171]","[152, 171]",,,
S0038071711004354-1624_T3-3,S0038071711004354-1624,T3-3,3,MeasuredEntity,"[100, 108]",HasProperty,T2-3,"[152, 162]","[100, 162]",,,
S0038071711004354-1624_T1-4,S0038071711004354-1624,T1-4,4,Quantity,"[322, 347]",,,,,months,[34606],
S0038071711004354-1624_T4-4,S0038071711004354-1624,T4-4,4,MeasuredProperty,"[264, 284]",HasQuantity,T1-4,"[322, 347]","[264, 347]",,,
S0038071711004354-1624_T3-4,S0038071711004354-1624,T3-4,4,MeasuredEntity,"[177, 185]",HasProperty,T4-4,"[264, 284]","[177, 284]",,,
S0038071711004354-1624_T1-5,S0038071711004354-1624,T1-5,5,Quantity,"[349, 369]",,,,,min,[4691],
S0038071711004354-1624_T3-5,S0038071711004354-1624,T3-5,5,MeasuredProperty,"[441, 471]",HasQuantity,T1-5,"[349, 369]","[349, 471]",,,
S0038071711004354-1624_T2-5,S0038071711004354-1624,T2-5,5,MeasuredEntity,"[414, 436]",HasProperty,T3-5,"[441, 471]","[414, 471]",,,
S0038071711004354-1624_T4-5,S0038071711004354-1624,T4-5,5,Qualifier,"[370, 408]",Qualifies,T1-5,"[349, 369]","[349, 408]",,,
S0038071711004354-1624_T1-6,S0038071711004354-1624,T1-6,6,Quantity,"[528, 533]",,,,,cm,[13753],
S0038071711004354-1624_T3-6,S0038071711004354-1624,T3-6,6,MeasuredProperty,"[534, 564]",HasQuantity,T1-6,"[528, 533]","[528, 564]",,,
S0038071711004354-1624_T4-6,S0038071711004354-1624,T4-6,6,MeasuredEntity,"[488, 505]",HasProperty,T3-6,"[534, 564]","[488, 564]",,,
S0038071711004354-1644_T1-1,S0038071711004354-1644,T1-1,1,Quantity,"[43, 50]",,,,,°C,"[12938, 347]",
S0038071711004354-1644_T3-1,S0038071711004354-1644,T3-1,1,MeasuredProperty,"[16, 39]",HasQuantity,T1-1,"[43, 50]","[16, 50]",,,
S0038071711004354-1644_T2-1,S0038071711004354-1644,T2-1,1,MeasuredEntity,"[7, 11]",HasProperty,T3-1,"[16, 39]","[7, 39]",,,
S0038071711004354-1644_T1-2,S0038071711004354-1644,T1-2,2,Quantity,"[85, 91]",,,,,mm,[5471],
S0038071711004354-1644_T2-2,S0038071711004354-1644,T2-2,2,MeasuredProperty,"[56, 81]",HasQuantity,T1-2,"[85, 91]","[56, 91]",,,
S0038071711004354-1644_T3-2,S0038071711004354-1644,T3-2,2,MeasuredEntity,"[7, 11]",HasProperty,T2-2,"[56, 81]","[7, 81]",,,
S0038071711004354-1644_T1-3,S0038071711004354-1644,T1-3,3,Quantity,"[301, 307]",,,,,cm,[13753],
S0038071711004354-1644_T2-3,S0038071711004354-1644,T2-3,3,MeasuredProperty,"[308, 317]",HasQuantity,T1-3,"[301, 307]","[301, 317]",,,
S0038071711004354-1644_T3-3,S0038071711004354-1644,T3-3,3,MeasuredEntity,"[252, 300]",HasProperty,T2-3,"[308, 317]","[252, 317]",,,
S0038071711004354-1644_T1-4,S0038071711004354-1644,T1-4,4,Quantity,"[345, 360]",,,,,m,[119],
S0038071711004354-1644_T4-4,S0038071711004354-1644,T4-4,4,MeasuredProperty,"[325, 337]",HasQuantity,T1-4,"[345, 360]","[325, 360]",,,
S0038071711004354-1644_T3-4,S0038071711004354-1644,T3-4,4,MeasuredEntity,"[364, 376]",HasProperty,T4-4,"[325, 337]","[325, 376]",,,
S0038071711004354-1644_T1-5,S0038071711004354-1644,T1-5,5,Quantity,"[394, 397]",,,,,%,[207],
S0038071711004354-1644_T3-5,S0038071711004354-1644,T3-5,5,MeasuredProperty,"[398, 402]",HasQuantity,T1-5,"[394, 397]","[394, 402]",,,
S0038071711004354-1644_T2-5,S0038071711004354-1644,T2-5,5,MeasuredEntity,"[345, 376]",HasProperty,T3-5,"[398, 402]","[345, 402]",,,
S0038071711004354-1644_T1-6,S0038071711004354-1644,T1-6,6,Quantity,"[404, 406]",,,,,%,[207],
S0038071711004354-1644_T3-6,S0038071711004354-1644,T3-6,6,MeasuredProperty,"[407, 411]",HasQuantity,T1-6,"[404, 406]","[404, 411]",,,
S0038071711004354-1644_T2-6,S0038071711004354-1644,T2-6,6,MeasuredEntity,"[345, 376]",HasProperty,T3-6,"[407, 411]","[345, 411]",,,
S0038071711004354-1644_T1-7,S0038071711004354-1644,T1-7,7,Quantity,"[417, 419]",,,,,%,[207],
S0038071711004354-1644_T3-7,S0038071711004354-1644,T3-7,7,MeasuredProperty,"[420, 424]",HasQuantity,T1-7,"[417, 419]","[417, 424]",,,
S0038071711004354-1644_T2-7,S0038071711004354-1644,T2-7,7,MeasuredEntity,"[345, 376]",HasProperty,T3-7,"[420, 424]","[345, 424]",,,
S0038071711004354-2370_T1-1,S0038071711004354-2370,T1-1,1,Quantity,"[186, 197]",,,,,%,[207],
S0038071711004354-2370_T3-1,S0038071711004354-2370,T3-1,1,MeasuredProperty,"[165, 167]",HasQuantity,T1-1,"[186, 197]","[165, 197]",,,
S0038071711004354-2370_T2-1,S0038071711004354-2370,T2-1,1,MeasuredEntity,"[123, 125]",HasProperty,T3-1,"[165, 167]","[123, 167]",,,
S0038071711004354-2370_T4-1,S0038071711004354-2370,T4-1,1,Qualifier,"[175, 184]",Qualifies,T3-1,"[165, 167]","[165, 184]",,,
S0038071711004354-2370_T1-2,S0038071711004354-2370,T1-2,2,Quantity,"[203, 209]",,,,,%,[207],
S0038071711004354-2370_T2-2,S0038071711004354-2370,T2-2,2,MeasuredProperty,"[198, 200]",HasQuantity,T1-2,"[203, 209]","[198, 209]",,,
S0038071711004354-2370_T4-2,S0038071711004354-2370,T4-2,2,MeasuredEntity,"[165, 167]",HasProperty,T2-2,"[198, 200]","[165, 200]",,,
S0038071711004354-2370_T1-3,S0038071711004354-2370,T1-3,3,Quantity,"[246, 256]",,,,,%,[207],
S0038071711004354-2370_T3-3,S0038071711004354-2370,T3-3,3,MeasuredProperty,"[241, 244]",HasQuantity,T1-3,"[246, 256]","[241, 256]",,,
S0038071711004354-2370_T2-3,S0038071711004354-2370,T2-3,3,MeasuredEntity,"[218, 222]",HasProperty,T3-3,"[241, 244]","[218, 244]",,,
S0038071711004354-2370_T1-4,S0038071711004354-2370,T1-4,4,Quantity,"[262, 268]",,,,,%,[207],
S0038071711004354-2370_T2-4,S0038071711004354-2370,T2-4,4,MeasuredProperty,"[257, 259]",HasQuantity,T1-4,"[262, 268]","[257, 268]",,,
S0038071711004354-2370_T4-4,S0038071711004354-2370,T4-4,4,MeasuredEntity,"[241, 244]",HasProperty,T2-4,"[257, 259]","[241, 259]",,,
S0038071711004354-2389_T1-1,S0038071711004354-2389,T1-1,1,Quantity,"[103, 121]",,,,,g CO2 m−2 h−1,"[571, 6247, 176, 475, 47677, 176, 1368, 47677, 134]",
S0038071711004354-2389_T3-1,S0038071711004354-2389,T3-1,1,MeasuredEntity,"[83, 99]",HasQuantity,T1-1,"[103, 121]","[83, 121]",,,
S0038071711004354-2389_T1-2,S0038071711004354-2389,T1-2,2,Quantity,"[160, 163]",,,,,%,[207],
S0038071711004354-2389_T3-2,S0038071711004354-2389,T3-2,2,MeasuredProperty,"[83, 121]",HasQuantity,T1-2,"[160, 163]","[83, 163]",,,
S0038071711004354-2389_T2-2,S0038071711004354-2389,T2-2,2,MeasuredEntity,"[156, 158]",HasProperty,T3-2,"[83, 121]","[83, 158]",,,
S0038071711004354-2389_T1-3,S0038071711004354-2389,T1-3,3,Quantity,"[207, 225]",,,,,g CO2 m−2 h−1,"[571, 6247, 176, 475, 47677, 176, 1368, 47677, 134]",
S0038071711004354-2389_T2-3,S0038071711004354-2389,T2-3,3,MeasuredEntity,"[175, 203]",HasQuantity,T1-3,"[207, 225]","[175, 225]",,,
S0038071711004354-2389_T1-4,S0038071711004354-2389,T1-4,4,Quantity,"[253, 256]",,,,,%,[207],
